id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
cerchiando-candle-holder-l-ThCaBL,Cerchiando Candle Holder L,"The pursuit of refined finishes meets masterful borosilicate glass craftsmanship in this handmade candleholder, where rounded forms transform light into a sculptural play of reflections. Each ring is delicately shaped and balanced, creating a contemporary totem-like design that feels both artistic and weightless.A statement piece whether styled alone or grouped with other sizes from the collection, it adds elegance, warmth, and a touch of modern artistry to any dining table, console, or mantel.Dimensions: 8x8x34,5cmMaterial: Borosilicate glass",https://joyandco.com/product/cerchiando-candle-holder-l-ThCaBL,https://joyandco.com/storage/app/public/product/2025-11-24-692494919894b.webp,https://joyandco.com/storage/app/public/product/2025-11-24-692494924f816.webp,in stock,268.00 AED,RITUALI DOMESTICI,new,2784,cerchiando-candle-holder-l-ThCaBL,
cerchiando-candle-holder-m-0P7JM6,Cerchiando Candle Holder M,"The pursuit of refined finishes meets masterful borosilicate glass craftsmanship in this handmade candleholder, where rounded forms transform light into a sculptural play of reflections. Each ring is delicately shaped and balanced, creating a contemporary totem-like design that feels both artistic and weightless.A statement piece whether styled alone or grouped with other sizes from the collection, it adds elegance, warmth, and a touch of modern artistry to any dining table, console, or mantel.Dimensions: 8x8x27,8cmMaterial: Borosilicate glass",https://joyandco.com/product/cerchiando-candle-holder-m-0P7JM6,https://joyandco.com/storage/app/public/product/2025-11-24-692493540e99b.webp,https://joyandco.com/storage/app/public/product/2025-11-24-69249354b3ef7.webp,in stock,250.00 AED,RITUALI DOMESTICI,new,2784,cerchiando-candle-holder-m-0P7JM6,
cerchiando-candle-holder-s-cbrfT2,Cerchiando Candle Holder S,"The pursuit of refined finishes meets masterful borosilicate glass craftsmanship in this handmade candleholder, where rounded forms transform light into a sculptural play of reflections. Each ring is delicately shaped and balanced, creating a contemporary totem-like design that feels both artistic and weightless.A statement piece whether styled alone or grouped with other sizes from the collection, it adds elegance, warmth, and a touch of modern artistry to any dining table, console, or mantel.Dimensions: 8x8x23,5cmMaterial: Borosilicate glass",https://joyandco.com/product/cerchiando-candle-holder-s-cbrfT2,https://joyandco.com/storage/app/public/product/2025-11-24-692492c81292b.webp,https://joyandco.com/storage/app/public/product/2025-11-24-692492c8bbfca.webp,in stock,234.00 AED,RITUALI DOMESTICI,new,2784,cerchiando-candle-holder-s-cbrfT2,
che-bello-dessert-plate-QawLvb,Che Bello Dessert Plate,"Chiara Perano is an Italian-English artist and illustrator, based in the South of England.Her style draws inspiration from her Italian roots, from La Dolce Vita. She expresses herself with antique touches that celebrate the simple joys of everyday life: family, good food and living the seasons to the fullest. Her collection for Bitossi brings love to your table setup.This plate is crafted from premium porcelain, featuring Chiara Perano’s hand-drawn design with the words “Che bello” alongside colorful flowers. Finished with a fine gold rim, it brings elegance and charm to any table setting. Ideal for serving desserts, fruits, or as a decorative piece to elevate any dining experience.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 17cmMade in Italy",https://joyandco.com/product/che-bello-dessert-plate-QawLvb,https://joyandco.com/storage/app/public/product/2025-07-17-6878eb07bc598.webp,https://joyandco.com/storage/app/public/product/2025-07-17-6878eb080c69d.webp,in stock,163.00 AED,BITOSSI,new,3553,che-bello-dessert-plate-QawLvb,
checkmate-vase-o3SZCR,Checkmate Vase,"This colorful stoneware vase features a bold checkerboard pattern, contrasting hues, and sculptural handles, making it a statement piece for any space. Its refined finish adds a touch of modern artistry to your decor.*Material: Stoneware*Dimensions: 18.5x11.5x26.2cm",https://joyandco.com/product/checkmate-vase-o3SZCR,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6f8ef162e.webp,,in stock,199.00 AED,KERSTEN,new,602,checkmate-vase-o3SZCR,
cherry-blossom-lidded-jar-EwKIkl,Cherry Blossom Lidded Jar,"This elegant lidded vase features a delicate cherry blossom pattern, hand-painted on porcelain. The soft blue background and gold accents make it a refined decorative piece for any room.Material: PorcelainDimensions: 20x20x16 cm",https://joyandco.com/product/cherry-blossom-lidded-jar-EwKIkl,https://joyandco.com/storage/app/public/product/2025-03-20-67dbef4832f47.webp,,in stock,395.00 AED,WERNS,new,602,cherry-blossom-lidded-jar-EwKIkl,
cherry-blossom-lidded-vase-lKXu7G,Cherry Blossom Lidded Vase,"This elegant lidded vase features a delicate cherry blossom pattern, hand-painted on porcelain. The soft blue background and gold accents make it a refined decorative piece for any room.Material: PorcelainDimensions: 15x15x26 cm",https://joyandco.com/product/cherry-blossom-lidded-vase-lKXu7G,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8ba748b21.webp,,in stock,295.00 AED,WERNS,new,602,cherry-blossom-lidded-vase-lKXu7G,
chinoiserie-birds-linen-placemat-set-of-4-BVCL8N,Chinoiserie Birds Linen Placemat Set of 4,Printed chinoiserie birds linen placemat.Material: 100% LinenDimensions: 35x45cmCold machine-wash only.Line dry in shade.Iron on a warm setting.,https://joyandco.com/product/chinoiserie-birds-linen-placemat-set-of-4-BVCL8N,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb3e72e0d7.webp,,in stock,420.00 AED,JOY&CO PICKS,new,2547,chinoiserie-birds-linen-placemat-set-of-4-BVCL8N,
chinoiserie-birds-linen-runner-Jp2Omz,Chinoiserie Birds Linen Runner,Printed chinoiserie birds linen runner.Material: 100% LinenDimensions: 200x40cmCold machine-wash only.Line dry in shade.Iron on a warm setting.,https://joyandco.com/product/chinoiserie-birds-linen-runner-Jp2Omz,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb438aa469.webp,,in stock,275.00 AED,JOY&CO PICKS,new,6325,chinoiserie-birds-linen-runner-Jp2Omz,
chrome-kiss-planter-nTDrA9,Chrome Kiss Planter,"Bring a bold, modern twist to your décor with the Chrome Kiss Planter in metallic silver. Sculpted from fine earthenware, its striking shape and glossy finish make it a true statement piece.Material: Fine EarthenwareDimensions: 42x18.5x18.5 cm",https://joyandco.com/product/chrome-kiss-planter-nTDrA9,https://joyandco.com/storage/app/public/product/2025-05-12-6821d787b5ad6.webp,https://joyandco.com/storage/app/public/product/2025-05-12-6821d7d09444a.webp,in stock,375.00 AED,KERSTEN,new,721,chrome-kiss-planter-nTDrA9,
ciao-bella-photo-frame-qBTc0B,Ciao Bella Photo Frame,"This polyresin photo frame features a vibrant stripe pattern in multiple colors, adding a playful and lively touch to any space. Perfect for showcasing your favorite memories in a fun and stylish way.*Material: Polyresin*Dimensions: 13x18cm",https://joyandco.com/product/ciao-bella-photo-frame-qBTc0B,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6bd35b076.webp,,in stock,110.00 AED,KERSTEN,new,4295,ciao-bella-photo-frame-qBTc0B,
classic-cake-stand-W6jV8f,Classic Cake Stand,"Showcase your desserts in style with this classic blue and white porcelain cake stand. Featuring an elegant floral design, it’s perfect for serving cakes, pastries, or fruits while adding a timeless touch to your table.*Material: Porcelain*Dimensions: 20.5x20.5x11cm*Not suitable for dishwasher use*Not suitable for microwave",https://joyandco.com/product/classic-cake-stand-W6jV8f,https://joyandco.com/storage/app/public/product/2025-02-26-67bf435345725.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf4353e0519.webp,in stock,180.00 AED,KERSTEN,new,3553,classic-cake-stand-W6jV8f,
classic-lidded-jar-iFyZoK,Classic Lidded Jar,"Bring timeless elegance to your space with this blue and white porcelain lidded jar, featuring a classic floral and bird motif. Perfect as a decorative accent.*Material: Porcelain*Dimensions: 44x25x25cm",https://joyandco.com/product/classic-lidded-jar-iFyZoK,https://joyandco.com/storage/app/public/product/2025-02-26-67bf61f745bab.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf61f79700d.webp,in stock,730.00 AED,KERSTEN,new,7113,classic-lidded-jar-iFyZoK,
classic-love-cappucino-mug-8stYME,Classic Love Cappucino Mug,The Classic Love Cappuccino Mug is an authentic Anna + Nina Mug design with adorable differently shaded pink hearts painted all around.Specifications:• Measurements: 100 x 140 x 65 mm• Material: ceramic• Dishwasher and microwave safe• Handmade in Portugal,https://joyandco.com/product/classic-love-cappucino-mug-8stYME,https://joyandco.com/storage/app/public/product/2025-02-26-67bf80e436f6a.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf80f23e79d.webp,in stock,129.00 AED,ANNA + NINA,new,3553,classic-love-cappucino-mug-8stYME,
classic-love-dessert-plate-vHavwn,Classic Love Dessert Plate,The Classic Love Dessert Plate is a romantic hand-painted piece with three dazzling hearts emerging from the centre of the plate. This plate will make serving your favourite desserts magical.Specifications:• Measurements: 151 x 151 x 10 mm• Material: ceramic• Dishwasher and microwave safe• Handmade in Portugal,https://joyandco.com/product/classic-love-dessert-plate-vHavwn,https://joyandco.com/storage/app/public/product/2025-02-21-67b8273f54566.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b8273f6b137.webp,in stock,115.00 AED,ANNA + NINA,new,3553,classic-love-dessert-plate-vHavwn,
classic-poker-set-Pog0TN,Classic Poker Set,"Discover our Poker Set, where design meets excitement. This set has everything you need for a high-stakes game night, from classic poker chips to professional-grade playing cards. With a clean, minimalistic design translated into vivid colors, this set will elevate your home decor wherever you place it. Whether played or displayed, they are guaranteed to win.Material: Box in paper + pieces in ABSColor: GreyDimensions: 22,5 x 6 x 36 cm",https://joyandco.com/product/classic-poker-set-Pog0TN,https://joyandco.com/storage/app/public/product/2025-09-01-68b59d934d5b9.webp,https://joyandco.com/storage/app/public/product/2025-09-01-68b59d9378527.webp,in stock,371.00 AED,PRINTWORKS,new,7113,classic-poker-set-Pog0TN,
classic-yellow-porcelain-vase-l-Tex3ve,Classic Yellow Porcelain Vase L,"This classic porcelain vase features a vibrant yellow color with a delicate cherry blossom design, making it a perfect statement piece for any space.*Material: Porcelain*Dimensions: 20x20x35cm",https://joyandco.com/product/classic-yellow-porcelain-vase-l-Tex3ve,https://joyandco.com/storage/app/public/product/2025-02-26-67bf406de195f.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf406e6910b.webp,in stock,415.00 AED,KERSTEN,new,602,classic-yellow-porcelain-vase-l-Tex3ve,
classic-yellow-porcelain-vase-m-oMwtLG,Classic Yellow Porcelain Vase M,"This classic porcelain vase features a vibrant yellow color with a delicate cherry blossom design, making it a perfect statement piece for any space.*Material: Porcelain*Dimensions: 14.5x14.5x35cm",https://joyandco.com/product/classic-yellow-porcelain-vase-m-oMwtLG,https://joyandco.com/storage/app/public/product/2025-02-26-67bf400f60770.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf400fdfa3b.webp,in stock,345.00 AED,KERSTEN,new,602,classic-yellow-porcelain-vase-m-oMwtLG,
comic-art-mouse-FICTbs,Comic Art Mouse,"This modern and exclusive canvas painting is an eye-catcher for every space. The piece combines a high-quality giclée print with hand-painted accents by an artist, creating a unique statement.Each hand-painted picture will show minor variations in colour or shape which represent the uniqueness of the painting.Dimensions: 102.5x102.5x4.5 cmMaterial: Canvas on wooden frame and Acrylic paintFrame includedTechnique: Giclée skilfully finished by handFormat: SquareDue to different screen/display settings, there are slight colour deviations in the display of the image material.",https://joyandco.com/product/comic-art-mouse-FICTbs,https://joyandco.com/storage/app/public/product/2025-02-26-67bf5439550a3.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf74aed6654.webp,in stock,1550.00 AED,JOY&CO PICKS,new,500044,comic-art-mouse-FICTbs,
comic-art-teddy-olpPI9,Comic Art Teddy,"This modern and exclusive canvas painting is an eye-catcher for every space. The piece combines a high-quality giclée print with hand-painted accents by an artist, creating a unique statement.Each hand-painted picture will show minor variations in colour or shape which represent the uniqueness of the painting.Dimensions: 102.5x102.5x4.5 cmMaterial: Canvas on wooden frame and Acrylic paintFrame includedTechnique: Giclée skillfully finished by handFormat: SquareDue to different screen/display settings, there are slight colour deviations in the display of the image material.",https://joyandco.com/product/comic-art-teddy-olpPI9,https://joyandco.com/storage/app/public/product/2025-02-26-67bf52e5d6a10.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf75c253a27.webp,in stock,1550.00 AED,JOY&CO PICKS,new,500044,comic-art-teddy-olpPI9,
con-amore-plate-5ky8Z4,Con Amore Plate,"Chiara Perano is an Italian-English artist and illustrator, based in the South of England.Her style draws inspiration from her Italian roots, from La Dolce Vita. She expresses herself with antique touches that celebrate the simple joys of everyday life: family, good food and living the seasons to the fullest. Her collection for Bitossi brings love to your table setup.This plate is crafted from premium porcelain, featuring Chiara Perano’s phrase “Con Amore” and a bold red heart, celebrating love and connection. Finished with a delicate gold rim, it adds charm and elegance to any table setting. Ideal for serving desserts, fruits, or as a decorative piece to elevate any dining experience.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 17cmMade in Italy",https://joyandco.com/product/con-amore-plate-5ky8Z4,https://joyandco.com/storage/app/public/product/2025-02-19-67b5efc05a247.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b5f6efd97af.webp,in stock,163.00 AED,BITOSSI,new,3553,con-amore-plate-5ky8Z4,
confetti-dot-vase-h1doBk,Confetti Dot Vase,"Make a bold, joyful statement with the Confetti Dot Vase. Crafted from smooth stoneware, this cream-colored vase is adorned with playful 3D multicolor dots that add texture, color, and character to any space.Dimensions: 18.7×18.7×24 cmMaterial: StonewareCare: Wipe Clean",https://joyandco.com/product/confetti-dot-vase-h1doBk,https://joyandco.com/storage/app/public/product/2025-05-21-682dde3e809a2.webp,https://joyandco.com/storage/app/public/product/2025-05-21-682dde3ea9c76.webp,in stock,435.00 AED,KERSTEN,new,602,confetti-dot-vase-h1doBk,
cosmic-bubbles-bowl-iuuAA6,Cosmic Bubbles Bowl,"Bold, bright, and beautifully unexpected. The Cosmic Bubbles Bowl is a hand-glazed celebration of color and form. Featuring a dreamy swirl of blues, pinks, and purples, its orb-like rim adds a galactic pop to any surface. Whether used as a fruit bowl, centerpiece, or purely decorative object, this piece is here to shake up your space with personality.Material: StonewareDimensions: 37.5x37.5x15.3cmNot suitable for dishwasher use.Each piece is handmade, so slight variations or imperfections are part of its unique charm.",https://joyandco.com/product/cosmic-bubbles-bowl-iuuAA6,https://joyandco.com/storage/app/public/product/2025-07-23-6880e9d301c09.webp,https://joyandco.com/storage/app/public/product/2025-07-23-6880e9d34f923.webp,in stock,720.00 AED,KERSTEN,new,3498,cosmic-bubbles-bowl-iuuAA6,
cozy-cappuccino-mug-set-ik8yLK,Cozy Cappuccino Mug Set,"Brighten your coffee rituals with the vibrant charm of the cozy cappuccino mug set. Each mug is handmade and hand-painted with expressive blue splashes, making every sip a little more joyful. Perfect for lively mornings, relaxed afternoons, or coffee moments shared with friends and family.*Handmade and hand-painted for unique character*Dimensions: 10x7.5 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwave*Set of 4 mugs with matching saucersEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/cozy-cappuccino-mug-set-ik8yLK,https://joyandco.com/storage/app/public/product/2025-04-29-6810ad7c4625b.webp,https://joyandco.com/storage/app/public/product/2025-04-29-6810b05992fe8.webp,in stock,500.00 AED,VAL POTTERY,new,2169,cozy-cappuccino-mug-set-ik8yLK,
crazy-quarter-dark-green-line-fuZS9K,Crazy Quarter Dark Green Line,"Refined yet full of personality, the Crazy Quarter plate with a deep green hand-painted rim adds subtle character to your table. It brings a clean, contemporary touch with artisanal depth.*Handmade and hand-painted for unique character*Dimensions: 20x2 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwaveEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/crazy-quarter-dark-green-line-fuZS9K,https://joyandco.com/storage/app/public/product/2025-04-29-6810d2d9afadb.webp,https://joyandco.com/storage/app/public/product/2025-04-29-6810d2d9d0960.webp,in stock,145.00 AED,VAL POTTERY,new,3553,crazy-quarter-dark-green-line-fuZS9K,
crazy-quarter-plate-dark-green-blob-Up8RMG,Crazy Quarter Plate Dark Green Blob,"Add a bold twist to your table with the Crazy Quarter plate in deep green. Featuring hand-splattered detailing, this striking design adds a playful, artistic edge to any setting, whether you're hosting guests or enjoying a quick weekday bite.*Handmade and hand-painted for unique character*Dimensions: 20x2 cm*Suitable for dishwasher*Suitable for oven use*Not suitable for microwaveEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/crazy-quarter-plate-dark-green-blob-Up8RMG,https://joyandco.com/storage/app/public/product/2025-04-29-6810b214cef03.webp,https://joyandco.com/storage/app/public/product/2025-04-29-6810b214ed71e.webp,in stock,145.00 AED,VAL POTTERY,new,3553,crazy-quarter-plate-dark-green-blob-Up8RMG,
crystal-cake-stand-l-1aXHg5,Crystal Cake Stand L,"This crystal cake stand combines elegance and modern design, featuring a clear top balanced on a faceted base with amber and light purple tones. A statement piece for any table, it’s perfect for showcasing cakes, pastries, or special desserts with a touch of sophistication.*Material: Glass*Dimensions: 12.5xø28cmDesigned in Denmark",https://joyandco.com/product/crystal-cake-stand-l-1aXHg5,https://joyandco.com/storage/app/public/product/2025-03-20-67dbcd076772f.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbcd08d567e.webp,in stock,445.00 AED,JOY&CO PICKS,new,674,crystal-cake-stand-l-1aXHg5,
crystal-cake-stand-m-znlBxJ,Crystal Cake Stand M,"This crystal cake stand combines elegance and modern design, featuring a clear top balanced on a faceted base with amber and mint tones. A statement piece for any table, it’s perfect for showcasing cakes, pastries, or special desserts with a touch of sophistication.*Material: Glass*Dimensions: 11.3xø25cmDesigned in Denmark.",https://joyandco.com/product/crystal-cake-stand-m-znlBxJ,https://joyandco.com/storage/app/public/product/2025-03-20-67dbd4b0a6d1b.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbd4b1c7892.webp,in stock,435.00 AED,JOY&CO PICKS,new,674,crystal-cake-stand-m-znlBxJ,
crystal-cake-stand-s-w5p3bW,Crystal Cake Stand S,"This crystal cake stand combines elegance and modern design, featuring a clear top balanced on a faceted base with amber and mint tones. A statement piece for any table, it’s perfect for showcasing cakes, pastries, or special desserts with a touch of sophistication.*Material: Glass*Dimensions: 10.8xø20cmDesigned in Denmark",https://joyandco.com/product/crystal-cake-stand-s-w5p3bW,https://joyandco.com/storage/app/public/product/2025-03-20-67dbc56539ab3.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbc5983ad03.webp,in stock,425.00 AED,JOY&CO PICKS,new,674,crystal-cake-stand-s-w5p3bW,
crystal-hobnail-jug-with-gold-handle-U5RN5L,Crystal Hobnail Jug with Gold Handle,"Prepare to liven up any casual indoor or outdoor gathering with this all-purpose handmade hobnail crystal glass jug. A modern approach towards the Bohemian glass tradition combined with the elegance of the crystal glass, your crystal hobnail jug will make your interior shine.Premium features such as a tapered handle give you a comfortable hold on the jug while the ice lip restrains wayward ice cubes.The gold handle is a special feature of the jug and has been hand golded in 24K gold.Material: Bohemian CrystalVolume: 2000ml (2L)Dimensions: 20x22 cmWeight: 2 kgNot suitable for dishwasherNot suitable for microwaveMade in Czech Republic.",https://joyandco.com/product/crystal-hobnail-jug-with-gold-handle-U5RN5L,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3b3d5770c.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3b403749b.webp,in stock,750.00 AED,KLIMCHI,new,674,crystal-hobnail-jug-with-gold-handle-U5RN5L,
crystal-hobnail-tumblers-set-of-6-zEUa32,Set of 6 Crystal Hobnail Tumblers,"Be different from the crowd and take a unique twist on a timeless classic. A modern approach to the Bohemian glass tradition, this set of handmade neon citrine tumblers, handcrafted, has an avant-garde, yet minimalist hobnail design.Material: Bohemian CrystalVolume: 200mlDimensions: 7.5x12cmSuitable for dishwasherNot suitable for microwaveAvailable in a set of 6Made in Czech Republic.",https://joyandco.com/product/crystal-hobnail-tumblers-set-of-6-zEUa32,https://joyandco.com/storage/app/public/product/2025-02-26-67bf379e7a982.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf379fe2f02.webp,in stock,600.00 AED,KLIMCHI,new,2951,crystal-hobnail-tumblers-set-of-6-zEUa32,
crystal-tray-FV9aIm,Crystal Tray,"This crystal tray features a sleek and modern design with geometric accents in vibrant hues of pink, red, and mint. Its transparent structure adds a sophisticated touch to any setting.*Material: Glass*Dimensions: 13,5x30x26 cmDesigned in Denmark.",https://joyandco.com/product/crystal-tray-FV9aIm,https://joyandco.com/storage/app/public/product/2025-03-20-67dbc1b308a79.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbc1b32f840.webp,in stock,415.00 AED,JOY&CO PICKS,new,674,crystal-tray-FV9aIm,
david-bust-black-side-table-lU4Fj5,David Bust Black Side Table,"The Male Bust David Side Table presents a striking, sculpture-inspired design, featuring the detailed profile of a classical bust. Made from durable magnesia, its refined finish adds an artistic and sophisticated touch to any interior. It is a true design statement, enhancing any room with its extraordinary appearance.Material: MagnesiaDimensions: 53x46x53 cm",https://joyandco.com/product/david-bust-black-side-table-lU4Fj5,https://joyandco.com/storage/app/public/product/2025-02-26-67bf86265d1db.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8626691e3.webp,in stock,1520.00 AED,WERNS,new,5609,david-bust-black-side-table-lU4Fj5,
david-bust-white-side-table-VtGaFa,David Bust White Side Table,"The Male Bust David Side Table presents a striking, sculpture-inspired design, featuring the detailed profile of a classical bust. Made from durable magnesia, its refined finish adds an artistic and sophisticated touch to any interior. It is a true design statement, enhancing any room with its extraordinary appearance.Material: MagnesiaDimensions: 53x46x53 cm",https://joyandco.com/product/david-bust-white-side-table-VtGaFa,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8566829bb.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf85668ef66.webp,in stock,1520.00 AED,WERNS,new,5609,david-bust-white-side-table-VtGaFa,
deer-dessert-plate-classics-on-acid-vJvbu7,Deer Dessert Plate - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀21cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/deer-dessert-plate-classics-on-acid-vJvbu7,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3198bee24.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf31990c356.webp,in stock,195.00 AED,SELETTI,new,3553,deer-dessert-plate-classics-on-acid-vJvbu7,
delf-rose-dessert-plate-classics-on-acide-1rmfAV,Delf Rose Dessert Plate - Classics on Acide,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀21cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/delf-rose-dessert-plate-classics-on-acide-1rmfAV,https://joyandco.com/storage/app/public/product/2025-02-26-67bf336fdce84.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf336ff34eb.webp,in stock,195.00 AED,SELETTI,new,3553,delf-rose-dessert-plate-classics-on-acide-1rmfAV,
delft-tulip-vase-FMhv5X,Delft Tulip Vase,"Inspired by traditional Dutch craftsmanship, the Delft Tulip Vase is a timeless decorative piece featuring a classic blue and white floral motif. Designed with multiple spouts, it allows for the elegant arrangement of individual flower stems, creating a striking display.*Material: Porcelain*Dimensions: 20x22x22cm",https://joyandco.com/product/delft-tulip-vase-FMhv5X,https://joyandco.com/storage/app/public/product/2025-02-26-67bf60e9504c4.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf60e9a326c.webp,in stock,275.00 AED,KERSTEN,new,602,delft-tulip-vase-FMhv5X,
dip-dye-blue-taper-candle-pack-of-4-G107PE,Pack of 4 Dip Dye Blue Taper Candle,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or everyday ambiance.*Material: Wax*Dimensions: 9.2x2.2x30.5cm*Set includes 4 taper candles",https://joyandco.com/product/dip-dye-blue-taper-candle-pack-of-4-G107PE,https://joyandco.com/storage/app/public/product/2025-02-26-67bf62c5f3ff6.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf62c67fe45.webp,in stock,45.00 AED,KERSTEN,new,588,dip-dye-blue-taper-candle-pack-of-4-G107PE,
dip-dye-coral-taper-candle-j9N4V8,Pack of 4 Dip Dye Coral Taper Candle,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or everyday ambiance.*Material: Wax*Dimensions: 9.2x2.2x30.5cm*Set includes 4 taper candles",https://joyandco.com/product/dip-dye-coral-taper-candle-j9N4V8,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6538b726e.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6539699ab.webp,in stock,45.00 AED,KERSTEN,new,588,dip-dye-coral-taper-candle-j9N4V8,
dip-dye-orange-taper-candle-pack-of-4-yMIpt2,Pack of 4 Dip Dye Orange Taper Candle,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or everyday ambiance.*Material: Wax*Dimensions: 9.2x2.2x30.5cm*Set includes 4 taper candles",https://joyandco.com/product/dip-dye-orange-taper-candle-pack-of-4-yMIpt2,https://joyandco.com/storage/app/public/product/2025-02-26-67bf63455246b.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6345ce2a0.webp,in stock,45.00 AED,KERSTEN,new,588,dip-dye-orange-taper-candle-pack-of-4-yMIpt2,
directions-vase-uQmbpJ,Directions Vase,"Crafted from sustainable PLA, the Directions Vase is a modern statement piece with an unexpected twist. Designed and 3D printed in Latvia, each vase takes between 3.5 to 16.5 hours to complete and is formed layer by layer, around 1000 in total, making every piece truly unique.Color shifts depending on the viewing angle – appearing gold from one side, purple from the other and red from another side. It's waterproof and comes with a vase insert, making it ideal for fresh blooms or dried floral arrangements.• Size: 35 x 17 cm• Material: Eco-friendly PLA (bioplastic from renewable sources)• Finish: gold/purple/red tri-tone• Includes vase insert• Suitable for fresh or dried flowers• Not dishwasher safe• Hand wash only, with water below 60°C• Avoid prolonged exposure to direct sunlightA perfect fusion of sustainability and style, whether as a home accent or a thoughtful gift.",https://joyandco.com/product/directions-vase-uQmbpJ,https://joyandco.com/storage/app/public/product/2025-11-07-690e0e905f834.webp,https://joyandco.com/storage/app/public/product/2025-11-07-690e0e908744e.webp,in stock,1084.00 AED,AUURA,new,602,directions-vase-uQmbpJ,
disks-planter-GFwX5i,Disks Planter,"Add a playful touch to your space with this modern stoneware planter featuring a unique multicolor geometric design. Perfect for displaying plants or as a decorative accent, it brings a fun and contemporary vibe to any room.*Material: Stoneware*Dimensions: 19.2x19.2x14cm",https://joyandco.com/product/disks-planter-GFwX5i,https://joyandco.com/storage/app/public/product/2025-02-26-67bf450162764.webp,,in stock,250.00 AED,KERSTEN,new,721,disks-planter-GFwX5i,
disks-vase-lLL4HA,Disks Vase,Add a modern touch to your space with this stoneware vase featuring a playful multicolor geometric design. It brings a fun and contemporary vibe to any décor.*Material: Stoneware*Dimensions: 21x21x31.5cm,https://joyandco.com/product/disks-vase-lLL4HA,https://joyandco.com/storage/app/public/product/2025-02-26-67bf459de769a.webp,,in stock,350.00 AED,KERSTEN,new,602,disks-vase-lLL4HA,
