id,title,description_preview,brand,original_category,original_category_name,new_category,new_category_name,confidence,score,matched_keyword,match_source,changed,priority
crystal-hobnail-jug-with-gold-handle-U5RN5L,Crystal Hobnail Jug with Gold Handle,Prepare to liven up any casual indoor or outdoor gathering with this all-purpose handmade hobnail crystal glass jug. A modern approach towards the Boh...,KLIMCHI,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,96.4,crystal,Keyword Match (title),NO,LOW
crystal-hobnail-tumblers-set-of-6-zEUa32,Set of 6 Crystal Hobnail Tumblers,"Be different from the crowd and take a unique twist on a timeless classic. A modern approach to the Bohemian glass tradition, this set of handmade neo...",KLIMCHI,2951,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,93.275,crystal,Keyword Match (title),YES,LOW
crystal-tray-FV9aIm,Crystal Tray,"This crystal tray features a sleek and modern design with geometric accents in vibrant hues of pink, red, and mint. Its transparent structure adds a s...",JOY&CO PICKS,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,90.4,crystal,Keyword Match (title),NO,LOW
david-bust-black-side-table-lU4Fj5,David Bust Black Side Table,"The Male Bust David Side Table presents a striking, sculpture-inspired design, featuring the detailed profile of a classical bust. Made from durable m...",WERNS,5609,Category 5609,602,Home & Garden > Decor > Vases,HIGH,60.8,sculpture,Keyword Match (description),YES,LOW
david-bust-white-side-table-VtGaFa,David Bust White Side Table,"The Male Bust David Side Table presents a striking, sculpture-inspired design, featuring the detailed profile of a classical bust. Made from durable m...",WERNS,5609,Category 5609,602,Home & Garden > Decor > Vases,HIGH,60.8,sculpture,Keyword Match (description),YES,LOW
deer-dessert-plate-classics-on-acid-vJvbu7,Deer Dessert Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,117.975,dessert plate,Keyword Match (title),NO,LOW
delf-rose-dessert-plate-classics-on-acide-1rmfAV,Delf Rose Dessert Plate - Classics on Acide,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,117.35,dessert plate,Keyword Match (title),NO,LOW
delft-tulip-vase-FMhv5X,Delft Tulip Vase,"Inspired by traditional Dutch craftsmanship, the Delft Tulip Vase is a timeless decorative piece featuring a classic blue and white floral motif. Desi...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
dip-dye-blue-taper-candle-pack-of-4-G107PE,Pack of 4 Dip Dye Blue Taper Candle,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or e...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,83.575,candle,Keyword Match (title),NO,LOW
dip-dye-coral-taper-candle-j9N4V8,Pack of 4 Dip Dye Coral Taper Candle,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or e...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,83.45,candle,Keyword Match (title),NO,LOW
dip-dye-orange-taper-candle-pack-of-4-yMIpt2,Pack of 4 Dip Dye Orange Taper Candle,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or e...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,83.325,candle,Keyword Match (title),NO,LOW
disks-planter-GFwX5i,Disks Planter,Add a playful touch to your space with this modern stoneware planter featuring a unique multicolor geometric design. Perfect for displaying plants or ...,KERSTEN,721,Category 721,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,66.4,contemporary,Keyword Match (description),YES,LOW
disks-vase-lLL4HA,Disks Vase,Add a modern touch to your space with this stoneware vase featuring a playful multicolor geometric design. It brings a fun and contemporary vibe to an...,KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,84.05,vase,Keyword Match (title),NO,LOW
dolci-dessert-plate-set-IUAowR,Dolci Plates Set,"This set of 4 dessert plates is crafted from premium porcelain, featuring Chiara Perano’s hand-drawn designs. Finished with a delicate gold rim, it br...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,107.4,dining experience,Keyword Match (description),NO,LOW
donna-catch-all-tray-4xQH49,Donna Catch-all Tray,"Add some love to your table with Bitossi Home's Donna catch-all tray. Featuring the playful pen work of Italian-British artist Chiara Perano, this pla...",BITOSSI,6456,Home & Garden > Decor > Decorative Trays,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,82.8,tray,Keyword Match (title),YES,LOW
double-the-party-vase-yYkLDf,Double The Party Vase,"Make a bold, joyful statement with the Double The Party Vase. Crafted from smooth stoneware, this cream-colored vase is adorned with playful 3D multic...",KERSTEN,602,Home & Garden > Decor > Vases,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,84.625,party,Keyword Match (title),YES,LOW
edion-oud-3000ml-Fa1UyW,EDION Oud 3000ML,Intriguing fragrance with extreme charm with odors and olfactory notes that stimulate deep chords and recall distant atmospheres.All this given by saf...,EDION,4741,Category 4741,2915,Health & Beauty > Personal Care > Cosmetics > Fragrance,HIGH,88.85,oud,Keyword Match (title),YES,LOW
edion-oud-pqTyyh,EDION Oud 700ML,Intriguing fragrance with extreme charm with odors and olfactory notes that stimulate deep chords and recall distant atmospheres.All this given by saf...,EDION,4741,Category 4741,2915,Health & Beauty > Personal Care > Cosmetics > Fragrance,HIGH,88.85,oud,Keyword Match (title),YES,LOW
emma-candle-holder-5q00Ow,Emma Candle Holder,"The Emma Candle Holder with its bubble-style design and vibrant brown glass, adds a modern and stylish touch to any space.Material: GlassDimensions: 8...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.975,candle holder,Keyword Match (title),NO,LOW
english-delft-dinner-plate-classics-on-acid-f5m2Cz,English Delft Dinner Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,115.65,dinner plate,Keyword Match (title),NO,LOW
evergreen-vase-waLCAv,Evergreen Vase,"This green stoneware vase features a rustic, textured design, making it a perfect addition to a natural and serene decor. Its organic look adds an ear...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.55,vase,Keyword Match (title),NO,LOW
fancy-candle-holder-OnKt5h,Fancy Candle Holder,"The Fancy Candle Holder features a square shape and layered structure with bold green, turquoise, and purple glass. Its geometric design adds a touch ...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.85,candle holder,Keyword Match (title),NO,LOW
fancy-pink-candle-holder-wSTBIb,Fancy Pink Candle Holder,"The Fancy Candle Holder features a square shape and layered structure with bold pink, red, and yellow glass. Its geometric design adds a touch of mode...",JOY&CO PICKS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.225,candle holder,Keyword Match (title),NO,LOW
fancy-purple-candle-holder-Xumq0D,Fancy Purple Candle Holder,"The Fancy Candle Holder features a square shape and layered structure with bold orange, red, and purple glass. Its geometric design adds a touch of mo...",JOY&CO PICKS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.975,candle holder,Keyword Match (title),NO,LOW
fancy-purple-candle-holder-ntWr5K,Fancy Purple Candle Holder,"The Fancy Candle Holder is a multicolored design made from glass, featuring a vibrant mix of colors that add a bold and modern touch to any space. Its...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.975,candle holder,Keyword Match (title),NO,LOW
fancy-tea-cup-set-with-saucer-gW5enB,Fancy Tea Cup Set with Saucer,"This vibrant set of tea cups adds a lively touch to your table setting. Designed in four assorted bold hues with a glossy gold rim, it exudes charm an...",WERNS,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,HIGH,102.65,tea cup,Keyword Match (title),NO,LOW
fancy-yellow-candle-holder-06TVHr,Fancy Yellow Candle Holder,"The Fancy Candle Holder is a multicolored design made from glass, featuring a vibrant mix of colors that add a bold and modern touch to any space. Its...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.975,candle holder,Keyword Match (title),NO,LOW
finya-vase-medium-xUMUdo,Finya Vase Medium,"Finya Vase is crafted from glass in green with a wavy, artistic design, it serves as a striking centerpiece or a decorative accent.*Material: Glass*Di...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,84.05,vase,Keyword Match (title),NO,LOW
finya-vase-small-u9P1wN,Finya Vase Small,"Finya Vase is crafted from glass in a soft blue hue with a fluid, artistic design, it serves as a striking centerpiece or a decorative accent.*Materia...",WERNS,602,Home & Garden > Decor > Vases,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,HIGH,84.625,small,Keyword Match (title),YES,LOW
fiorentino-dessert-plate-classics-on-acid-LwzVgz,Fiorentino Dessert Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,117.225,dessert plate,Keyword Match (title),NO,LOW
firelight-duo-vase-b58wuT,Firelight Duo Vase,"Turn up the drama with the Firelight Duo Vase, a bold statement in two rich tones of red glass. Its smooth curves and layered color create a striking ...",KERSTEN,602,Home & Garden > Decor > Vases,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,84.35,duo,Keyword Match (title),YES,LOW
fish-fete-plate-set-wiq5aC,Fish Fête Plate Set,"Bring a playful coastal spirit to your table with the Fish Fête set. Each plate features a hand-painted sea creature: crab, lobster, squid, and shrimp...",VAL POTTERY,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,92.75,plate,Keyword Match (title),NO,LOW
flower-bird-soup-plate-classics-on-acid-6Q6xUy,Flower Bird Soup Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,93.275,classic,Keyword Match (title),NO,LOW
flower-girl-candleholde-pink-Hv3IdF,Flower Girl Candleholder Pink,"Dressed in rosy pink and crowned with a warm orange flower, this playful candle holder adds charm and color to any setting. A whimsical piece to mix a...",KERSTEN,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,85.7,candle,Keyword Match (title),YES,LOW
flower-girl-candleholder-lilac-l77Ql5,Flower Girl Candleholder Lilac,"This soft lilac flower girl, topped with a cheerful yellow bloom, lends a gentle, fairy-tale vibe to your display. A subtle statement piece for playfu...",KERSTEN,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,65.7,candle,Keyword Match (title),YES,LOW
flower-girl-candleholder-ochre-dtKhkX,Flower Girl Candleholder Ochre,"With her warm ochre dress and crisp white flower crown, this candle holder brings an earthy yet refined character to any corner. Ideal on its own or p...",KERSTEN,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,85.7,candle,Keyword Match (title),YES,LOW
flower-girl-candleholder-yellow-CA8gpn,Flower Girl Candleholder Yellow,"A sweet flower girl in a sunny yellow dress topped with a delicate pink bloom. She brings a soft, joyful touch to any table or shelf, perfect for brig...",KERSTEN,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,65.7,candle,Keyword Match (title),YES,LOW
flower-girl-set-of-4-ADbOHH,Flower Girl Set Of 4,"A charming quartet of candlestick holders, each shaped like a flower girl dressed in pastel tones and crowned with a bloom. The Flower Girl Set of 4 a...",KERSTEN,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,84.1,set,Keyword Match (title),NO,LOW
flute-water-glass-classics-on-acid-ENZuHe,Flute Water Glass - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,115.45,water glass,Keyword Match (title),NO,LOW
forever-always-plate-4gLiFv,Forever Always Plate,"Chiara Perano is an Italian-English artist and illustrator, based in the South of England.Her style draws inspiration from her Italian roots, from La ...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,107.4,dining experience,Keyword Match (description),NO,LOW
fresh-orange-can-vase-4R6YOh,Fresh Orange Can Vase,Freshen up any corner with the Fresh Orange vase. Its bold green stripes and cheerful citrus label make it a standout piece for colorful interiors. Cr...,KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,82.675,vase,Keyword Match (title),NO,LOW
fruit-feast-plate-PGRiVb,Fruit Feast Plate,"Bring bold artistry to your table with the Fruit Feast plate. Hand-painted with lively green splatters, this large serving piece makes a playful yet e...",VAL POTTERY,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,90.5,plate,Keyword Match (title),NO,LOW
glitchy-willow-dessert-plate-classics-on-acid-BaIQCz,Glitchy Willow Dessert Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,116.725,dessert plate,Keyword Match (title),NO,LOW
glow-jar-CIqmuy,Glow Jar,Add a touch of elegance to your space with this glass jar in a beautiful gradient in lime and pink. Featuring a delicate diamond-cut pattern and a vin...,JOY&CO PICKS,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,84.975,jar,Keyword Match (title),NO,LOW
good-morning-bowl-fWw1mw,Good Morning Bowl,The Good Morning Bowl to start the day of nice with your favourite breakfast.Specifications:• Measurements: 140 x 140 x 70 mm• Material: Ceramic• Dish...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.0,dishwasher safe,Keyword Match (description),NO,LOW
good-morning-breakfast-plate-apSbJE,Good Morning Breakfast Plate,The Good Morning Breakfast Plate to start the day of nice with your favourite breakfast.Specifications:• Measurements: 220 x 220 x 32 mm• Material: Ce...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.0,dishwasher safe,Keyword Match (description),NO,LOW
good-morning-mug-Qe5Bej,Good Morning Mug,The Good Morning Mug is made using ceramic. If this mug is not giving you a really good morning with your beloved coffee in it - we don't know what is...,ANNA + NINA,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.0,dishwasher safe,Keyword Match (description),YES,LOW
gorilla-gentleman-Hnh5S9,Gorilla Gentleman,This modern and exclusive canvas painting is an eye-catcher for every space. The piece combines a high-quality giclée print with hand-painted accents ...,JOY&CO PICKS,500045,Category 500045,3367,Home & Garden > Decor > Picture Frames,HIGH,65.0,frame,Keyword Match (description),YES,LOW
hollandia-flowers-dinner-plate-classics-on-acid-IKSvjk,Hollandia Flowers Dinner Plate - Classics on Acid,A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain...,SELETTI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,115.15,dinner plate,Keyword Match (title),NO,LOW
hybrid-tea-cup-isidora-HPVap0,Hybrid Tea Cup Isidora,When east and west combine. A collection that reflects ancient historic Western and Eastern ceramic production. Hybrid decorations that come from a co...,SELETTI,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,HIGH,102.525,tea cup,Keyword Match (title),NO,LOW
hybrid-tea-cup-zora-with-saucer-xxizYV,Hybrid Tea Cup Zora with Saucer,When east and west combine. A collection that reflects ancient historic Western and Eastern ceramic production. Hybrid decorations that come from a co...,SELETTI,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,HIGH,102.525,tea cup,Keyword Match (title),NO,LOW
hybrid-teapot-smeraldina-jP5GhE,Hybrid Teapot Smeraldina,When east and west combine. A collection that reflects ancient historic Western and Eastern ceramic production. Hybrid decorations that come from a co...,SELETTI,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,HIGH,86.325,teapot,Keyword Match (title),NO,LOW
i-love-you-mug-JY2Lvh,I Love you Mug,The I Love You Mug is made using ceramic. This mug is perfect for telling your loved ones how you feel. Bring them their coffee in the morning and tel...,ANNA + NINA,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,95.0,dishwasher safe,Keyword Match (description),YES,LOW
i-love-you-plate-sUITA2,Ti Amo Plate,"Chiara Perano is an Italian-English artist and illustrator, based in the South of England.Her style draws inspiration from her Italian roots, from La ...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,107.4,dining experience,Keyword Match (description),NO,LOW
jacks-cig-ashtray-large-1w8qhm,Jack’s Cig Ashtray Large,"Make a statement with Jack’s Cig Ashtray, a bold, hand-painted ashtray crafted for outdoor gatherings. With its oversized design and playful splash pa...",VAL POTTERY,4082,Category 4082,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,83.625,large,Keyword Match (title),YES,LOW
jacks-cig-ashtray-nPYWV9,Jack’s Cig Ashtray,"Add a splash of personality to your outdoor setup with Jack’s Cig: a bold, hand-painted ashtray that brings style and function to your garden table. D...",VAL POTTERY,4082,Category 4082,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,63.05,tray,Keyword Match (title),YES,LOW
jardin-lidded-vase-F3AkBV,Jardin Lidded Vase,"This timeless porcelain lidded vase adds an elegant touch to your space. Hand-colored in a vibrant orange and white floral motif, the Jardin vase is i...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.05,vase,Keyword Match (title),NO,LOW
je-taime-photo-frame-f1XBp0,Je t'aime Photo Frame,This polyresin photo frame in vibrant yellow adds a playful and lively touch to any space. Perfect for showcasing your favorite memories in a fun and ...,KERSTEN,4295,Category 4295,3367,Home & Garden > Decor > Picture Frames,HIGH,109.95,photo frame,Keyword Match (title),YES,LOW
jug-emily-bone-gloss-YqW4Rm,Jug 'Emily' Bone gloss,"From the Blow Up collection by Home Studyo, the 'Emily' jug transforms everyday function into bold design. With its soft, inflated silhouette and bone...",HOME STUDYO,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,96.6,glossy finish,Keyword Match (description),NO,LOW
jug-emily-moss-gloss-x8TBZR,Jug 'Emily' Moss Gloss,"From the Blow Up collection by Home Studyo, the 'Emily' jug transforms everyday function into bold design. With its soft, inflated silhouette and eart...",HOME STUDYO,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,96.6,glossy finish,Keyword Match (description),NO,LOW
jug-emily-sky-matte-sjVqjD,Jug 'Emily' Sky Matte,"From the Blow Up collection by Home Studyo, the 'Emily' jug transforms everyday function into bold design. With its soft, inflated silhouette and drea...",HOME STUDYO,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,89.4,matte finish,Keyword Match (description),NO,LOW
jug-emily-yolk-matte-gIGtmY,Jug 'Emily' Yolk matte,"From the Blow Up collection by Home Studyo, the 'Emily' jug transforms everyday function into bold design. With its soft, inflated silhouette and vibr...",HOME STUDYO,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,89.4,matte finish,Keyword Match (description),NO,LOW
la-tavola-scomposta-cake-stand-ohcRdD,La Tavola Scomposta cake stand,"Gold-tone porcelain La Tavola Scomposta cake stand from Bitossi Home featuring a metallic sheen, a structured design and raw edges.Dimensions:Diametre...",BITOSSI,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,68.8,porcelain,Keyword Match (description),NO,LOW
large-chilli-vase-jgfHcr,Large Chilli Vase,"The Chilli Vase is handmade from ceramic and features a unique, eye-catching design. Its textured surface, inspired by chili peppers, is finished in a...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,textured surface,Keyword Match (description),NO,LOW
large-venice-candle-holder-9ERK1X,Large Venice Candle Holder,"The Venice Candle Holder features a sleek, sculptural design, making it a perfect addition to both modern and classic interiors. Standing tall, it cre...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.975,candle holder,Keyword Match (title),NO,LOW
lastrologia-catch-all-tray-r8rdzV,L'Astrologia Catch-all Tray,"For horoscope lovers and design enthusiasts alike, this catch-all tray is illustrated by artist Carmi Grau, marking her second collaboration with Bito...",BITOSSI,6456,Home & Garden > Decor > Decorative Trays,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,81.925,tray,Keyword Match (title),YES,LOW
leela-large-vase-Yz1pBc,Leela Large Vase,"The Leela Large Vase features a contemporary design with a bold, rounded shape in rich purple integrally colored glass. Its sleek and modern silhouett...",WERNS,602,Home & Garden > Decor > Vases,4009,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,HIGH,85.25,large,Keyword Match (title),YES,LOW
leela-medium-vase-0Rw06l,Leela Medium Vase,"The Leela Medium features a contemporary design with a bold, rounded shape in rich purple integrally colored glass. Its sleek and modern silhouette ma...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.175,vase,Keyword Match (title),NO,LOW
lemon-vase-jWcote,Lemon Vase,"If life gives you lemons, turn them into a stunning vase!This vase brings zest and vibrancy to any space. It is handmade, vibrant and playful featurin...",WERNS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,84.05,vase,Keyword Match (title),NO,LOW
lemonade-can-vase-set-of-3-t1vV4A,Lemonade Can Vase Set of 3,"A playful trio of vases shaped like retro lemonade cans, featuring vibrant fruit-themed labels: Misty Lemon, Wild Strawberry, and Fresh Orange. Each p...",KERSTEN,602,Home & Garden > Decor > Vases,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,85.35,set,Keyword Match (title),YES,LOW
leopard-candle-holder-set-of-2-W54Wir,Set of 2 Leopard Candle Holder,"Elevate your décor with this set of 2 polyresin leopard candle holders. Featuring an elegant gold finish and intricate detailing, these statement piec...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,108.475,candle holder,Keyword Match (title),NO,LOW
lobster-plate-large-vZKc7Q,Lobster Plate Large,"Bring coastal charm to your table with the Large Lobster plate. Hand-painted with a lively red lobster, this generously sized piece is perfect for ser...",VAL POTTERY,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,93.0,plate,Keyword Match (title),NO,LOW
love-in-bloom-gold-vase-RNElJR,Love in Bloom Gold Vase,Love in bloom is a heart-shaped vase that looks like it comes out of a human anatomy essay. A modern love translated into a romantic but unpredictable...,SELETTI,602,Home & Garden > Decor > Vases,3939,Home & Garden > Kitchen & Dining > Tableware > Flatware > Spoons,HIGH,83.05,gold,Keyword Match (title),YES,LOW
love-peace-b9mH5L,Love & Peace,"Bring vibrancy and urban energy to your space. The piece combines a high-quality giclée print with hand-painted accents by an artist, creating a uniqu...",JOY&CO PICKS,500045,Category 500045,3367,Home & Garden > Decor > Picture Frames,HIGH,65.0,frame,Keyword Match (description),YES,LOW
lumiere-jar-l-xJu2Ea,Lumiere Jar L,"This glass jar features a striking striped design in vibrant red and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds de...",JOY&CO PICKS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
lumiere-jar-m-rRxnFq,Lumiere Jar M,"This glass jar features a striking striped design in vibrant red and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds de...",JOY&CO PICKS,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
